"Zeit (s) Messreihe #1";"Position (m) Messreihe #1"
0,000;0,3693
0,010;0,3691
0,020;0,3691
0,030;0,3691
0,040;0,3691
0,050;0,3689
0,060;0,3689
0,070;0,3689
0,080;0,3689
0,090;0,3689
0,100;0,3689
0,110;0,3689
0,120;0,3689
0,130;0,3689
0,140;0,3690
0,150;0,3688
0,160;0,3688
0,170;0,3688
0,180;0,3688
0,190;0,3688
0,200;0,3688
0,210;0,3688
0,220;0,3688
0,230;0,3688
0,240;0,3688
0,250;0,3688
0,260;0,3688
0,270;0,3688
0,280;0,3688
0,290;0,3688
0,300;0,3688
0,310;0,3688
0,320;0,3686
0,330;0,3686
0,340;0,3686
0,350;0,3684
0,360;0,3684
0,370;0,3683
0,380;0,3683
0,390;0,3681
0,400;0,3681
0,410;0,3679
0,420;0,3678
0,430;0,3676
0,440;0,3676
0,450;0,3674
0,460;0,3672
0,470;0,3671
0,480;0,3669
0,490;0,3667
0,500;0,3664
0,510;0,3662
0,520;0,3661
0,530;0,3657
0,540;0,3655
0,550;0,3652
0,560;0,3648
0,570;0,3647
0,580;0,3644
0,590;0,3638
0,600;0,3635
0,610;0,3631
0,620;0,3626
0,630;0,3623
0,640;0,3618
0,650;0,3613
0,660;0,3607
0,670;0,3602
0,680;0,3597
0,690;0,3590
0,700;0,3583
0,710;0,3577
0,720;0,3570
0,730;0,3561
0,740;0,3554
0,750;0,3546
0,760;0,3535
0,770;0,3527
0,780;0,3517
0,790;0,3508
0,800;0,3498
0,810;0,3487
0,820;0,3477
0,830;0,3465
0,840;0,3455
0,850;0,3443
0,860;0,3431
0,870;0,3419
0,880;0,3407
0,890;0,3395
0,900;0,3383
0,910;0,3371
0,920;0,3359
0,930;0,3345
0,940;0,3333
0,950;0,3319
0,960;0,3305
0,970;0,3292
0,980;0,3278
0,990;0,3264
1,000;0,3251
1,010;0,3235
1,020;0,3221
1,030;0,3206
1,040;0,3192
1,050;0,3177
1,060;0,3161
1,070;0,3144
1,080;0,3128
1,090;0,3113
1,100;0,3096
1,110;0,3078
1,120;0,3063
1,130;0,3046
1,140;0,3029
1,150;0,3012
1,160;0,2994
1,170;0,2977
1,180;0,2958
1,190;0,2941
1,200;0,2922
1,210;0,2903
1,220;0,2884
1,230;0,2865
1,240;0,2847
1,250;0,2826
1,260;0,2807
1,270;0,2786
1,280;0,2767
1,290;0,2747
1,300;0,2726
1,310;0,2705
1,320;0,2685
1,330;0,2664
1,340;0,2644
1,350;0,2623
1,360;0,2602
1,370;0,2582
1,380;0,2559
1,390;0,2539
1,400;0,2518
1,410;0,2497
1,420;0,2475
1,430;0,2454
1,440;0,2432
1,450;0,2411
1,460;0,2389
1,470;0,2368
1,480;0,2346
1,490;0,2325
1,500;0,2305
1,510;0,2282
1,520;0,2261
1,530;0,2241
1,540;0,2218
1,550;0,2200
1,560;0,2177
1,570;0,2156
1,580;0,2138
1,590;0,2115
1,600;0,2094
1,610;0,2074
1,620;0,2053
1,630;0,2034
1,640;0,2014
1,650;0,1993
1,660;0,1974
1,670;0,1953
1,680;0,1934
1,690;0,1915
1,700;0,1896
1,710;0,1877
1,720;0,1860
1,730;0,1841
1,740;0,1824
1,750;0,1809
1,760;0,1791
1,770;0,1776
1,780;0,1760
1,790;0,1745
1,800;0,1731
1,810;0,1716
1,820;0,1702
1,830;0,1688
1,840;0,1676
1,850;0,1662
1,860;0,1650
1,870;0,1638
1,880;0,1626
1,890;0,1616
1,900;0,1604
1,910;0,1593
1,920;0,1585
1,930;0,1574
1,940;0,1566
1,950;0,1557
1,960;0,1548
1,970;0,1541
1,980;0,1535
1,990;0,1528
2,000;0,1523
2,010;0,1516
2,020;0,1510
2,030;0,1505
2,040;0,1500
2,050;0,1495
2,060;0,1490
2,070;0,1486
2,080;0,1483
2,090;0,1479
2,100;0,1478
2,110;0,1474
2,120;0,1472
2,130;0,1471
2,140;0,1471
2,150;0,1471
2,160;0,1471
2,170;0,1471
2,180;0,1472
2,190;0,1472
2,200;0,1474
2,210;0,1476
2,220;0,1476
2,230;0,1477
2,240;0,1479
2,250;0,1479
2,260;0,1481
2,270;0,1483
2,280;0,1483
2,290;0,1484
2,300;0,1486
2,310;0,1488
2,320;0,1489
2,330;0,1491
2,340;0,1491
2,350;0,1493
2,360;0,1495
2,370;0,1495
2,380;0,1496
2,390;0,1496
2,400;0,1498
2,410;0,1498
2,420;0,1498
2,430;0,1498
2,440;0,1498
2,450;0,1498
2,460;0,1498
2,470;0,1498
2,480;0,1498
2,490;0,1500
2,500;0,1500
2,510;0,1500
2,520;0,1500
2,530;0,1500
2,540;0,1500
2,550;0,1502
2,560;0,1502
2,570;0,1501
2,580;0,1503
2,590;0,1503
2,600;0,1503
2,610;0,1503
2,620;0,1505
2,630;0,1505
2,640;0,1505
2,650;0,1505
2,660;0,1505
2,670;0,1505
2,680;0,1505
2,690;0,1507
2,700;0,1507
2,710;0,1508
2,720;0,1510
2,730;0,1512
2,740;0,1512
2,750;0,1514
2,760;0,1515
2,770;0,1515
2,780;0,1517
2,790;0,1519
2,800;0,1519
2,810;0,1520
2,820;0,1522
2,830;0,1522
2,840;0,1524
2,850;0,1526
2,860;0,1527
2,870;0,1529
2,880;0,1529
2,890;0,1531
2,900;0,1532
2,910;0,1534
2,920;0,1534
2,930;0,1536
2,940;0,1538
2,950;0,1538
2,960;0,1539
2,970;0,1539
2,980;0,1539
2,990;0,1541
3,000;0,1541
3,010;0,1541
3,020;0,1541
3,030;0,1541
3,040;0,1543
3,050;0,1543
3,060;0,1543
3,070;0,1543
3,080;0,1545
3,090;0,1545
3,100;0,1545
3,110;0,1544
3,120;0,1546
3,130;0,1546
3,140;0,1546
3,150;0,1546
3,160;0,1546
3,170;0,1546
3,180;0,1546
3,190;0,1546
3,200;0,1545
3,210;0,1545
3,220;0,1545
3,230;0,1543
3,240;0,1543
3,250;0,1543
3,260;0,1541
3,270;0,1541
3,280;0,1541
3,290;0,1539
3,300;0,1539
3,310;0,1539
3,320;0,1539
3,330;0,1539
3,340;0,1539
3,350;0,1538
3,360;0,1538
3,370;0,1538
3,380;0,1538
3,390;0,1536
3,400;0,1536
3,410;0,1536
3,420;0,1534
3,430;0,1534
3,440;0,1534
3,450;0,1533
3,460;0,1533
3,470;0,1533
3,480;0,1533
3,490;0,1533
3,500;0,1533
3,510;0,1533
3,520;0,1533
3,530;0,1533
3,540;0,1532
3,550;0,1534
3,560;0,1536
3,570;0,1541
3,580;0,1544
3,590;0,1551
3,600;0,1558
3,610;0,1566
3,620;0,1577
3,630;0,1589
3,640;0,1601
3,650;0,1614
3,660;0,1628
3,670;0,1643
3,680;0,1661
3,690;0,1680
3,700;0,1698
3,710;0,1717
3,720;0,1740
3,730;0,1762
3,740;0,1784
3,750;0,1810
3,760;0,1835
3,770;0,1865
3,780;0,1894
3,790;0,1925
3,800;0,1956
3,810;0,1987
3,820;0,2004
3,830;0,2033
3,840;0,2069
3,850;0,2098
3,860;0,2130
3,870;0,2171
3,880;0,2215
3,890;0,2247
3,900;0,2313
3,910;0,2312
3,920;0,2352
3,930;0,2413
3,940;0,2458
3,950;0,2503
3,960;0,2516
3,970;0,2572
3,980;0,2589
3,990;0,2660
4,000;0,2700
4,010;0,2722
4,020;0,2768
4,030;0,2846
4,040;0,2869
4,050;0,2910
4,060;0,2997
4,070;0,3031
4,080;0,3079
4,090;0,3154
4,100;0,3198
4,110;0,3289
4,120;0,3344
4,130;0,3370
4,140;0,3451
4,150;0,3497
4,160;0,3547
4,170;0,3604
4,180;0,3684
4,190;0,3735
4,200;0,3789
4,210;0,3838
4,220;0,3890
4,230;0,3944
4,240;0,3991
4,250;0,4043
4,260;0,4093
4,270;0,4145
4,280;0,4192
4,290;0,4246
4,300;0,4292
4,310;0,4344
4,320;0,4390
4,330;0,4440
4,340;0,4489
4,350;0,4530
4,360;0,4606
4,370;0,4629
4,380;0,4689
4,390;0,4736
4,400;0,4778
4,410;0,4817
4,420;0,4858
4,430;0,4903
4,440;0,4943
4,450;0,4979
4,460;0,5017
4,470;0,5053
4,480;0,5088
4,490;0,5122
4,500;0,5157
4,510;0,5189
4,520;0,5222
4,530;0,5253
4,540;0,5285
4,550;0,5314
4,560;0,5341
4,570;0,5369
4,580;0,5395
4,590;0,5421
4,600;0,5444
4,610;0,5464
4,620;0,5487
4,630;0,5506
4,640;0,5524
4,650;0,5541
4,660;0,5559
4,670;0,5570
4,680;0,5587
4,690;0,5597
4,700;0,5609
4,710;0,5622
4,720;0,5627
4,730;0,5634
4,740;0,5640
4,750;0,5648
4,760;0,5653
4,770;0,5657
4,780;0,5657
4,790;0,5657
4,800;0,5656
4,810;0,5653
4,820;0,5648
4,830;0,5641
4,840;0,5634
4,850;0,5628
4,860;0,5616
4,870;0,5602
4,880;0,5593
4,890;0,5577
4,900;0,5562
4,910;0,5547
